,id,gender,age,angle,width,height,facepart,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,forehead_wrinkle,partname,image_name,label_name,adj_forehead_wrinkle,adj_forehead_wrinkle_2
22051,0568,M,62,F,2136,3216,01,518.0,849.0,1663.0,1326.0,5.0,이마,0568_01_F.jpg,0568_01_F_01.json,2.0,3.0
22060,0568,M,62,L15,2136,3216,01,312.0,782.0,1409.0,1243.0,5.0,이마,0568_01_L15.jpg,0568_01_L15_01.json,2.0,3.0
22069,0568,M,62,L30,2136,3216,01,299.0,759.0,1224.0,1274.0,5.0,이마,0568_01_L30.jpg,0568_01_L30_01.json,2.0,3.0
22078,0568,M,62,R15,2136,3216,01,678.0,788.0,1831.0,1243.0,5.0,이마,0568_01_R15.jpg,0568_01_R15_01.json,2.0,3.0
22087,0568,M,62,R30,2136,3216,01,899.0,758.0,1886.0,1207.0,5.0,이마,0568_01_R30.jpg,0568_01_R30_01.json,2.0,3.0
22096,0569,M,65,F,2136,3216,01,409.0,735.0,1697.0,1139.0,6.0,이마,0569_01_F.jpg,0569_01_F_01.json,2.0,3.0
22105,0569,M,65,L15,2136,3216,01,288.0,753.0,1507.0,1175.0,6.0,이마,0569_01_L15.jpg,0569_01_L15_01.json,2.0,3.0
22114,0569,M,65,L30,2136,3216,01,273.0,768.0,1338.0,1188.0,6.0,이마,0569_01_L30.jpg,0569_01_L30_01.json,2.0,3.0
22123,0569,M,65,R15,2136,3216,01,636.0,758.0,1917.0,1141.0,6.0,이마,0569_01_R15.jpg,0569_01_R15_01.json,2.0,3.0
22132,0569,M,65,R30,2136,3216,01,737.0,705.0,1868.0,1133.0,6.0,이마,0569_01_R30.jpg,0569_01_R30_01.json,2.0,3.0
22141,0570,M,55,F,2136,3216,01,412.0,751.0,1723.0,1177.0,3.0,이마,0570_01_F.jpg,0570_01_F_01.json,1.0,1.0
22150,0570,M,55,L15,2136,3216,01,303.0,681.0,1486.0,1072.0,3.0,이마,0570_01_L15.jpg,0570_01_L15_01.json,1.0,1.0
22159,0570,M,55,L30,2136,3216,01,250.0,719.0,1393.0,1092.0,3.0,이마,0570_01_L30.jpg,0570_01_L30_01.json,1.0,1.0
22168,0570,M,55,R15,2136,3216,01,556.0,592.0,1819.0,991.0,3.0,이마,0570_01_R15.jpg,0570_01_R15_01.json,1.0,1.0
22177,0570,M,55,R30,2136,3216,01,517.0,632.0,1787.0,1026.0,3.0,이마,0570_01_R30.jpg,0570_01_R30_01.json,1.0,1.0
22186,0571,M,57,F,2136,3216,01,535.0,550.0,1612.0,1095.0,4.0,이마,0571_01_F.jpg,0571_01_F_01.json,1.0,2.0
22195,0571,M,57,L15,2136,3216,01,226.0,604.0,1295.0,1133.0,4.0,이마,0571_01_L15.jpg,0571_01_L15_01.json,1.0,2.0
22204,0571,M,57,L30,2136,3216,01,238.0,634.0,1218.0,1091.0,4.0,이마,0571_01_L30.jpg,0571_01_L30_01.json,1.0,2.0
22213,0571,M,57,R15,2136,3216,01,616.0,671.0,1842.0,1134.0,4.0,이마,0571_01_R15.jpg,0571_01_R15_01.json,1.0,2.0
22222,0571,M,57,R30,2136,3216,01,742.0,645.0,1885.0,1146.0,4.0,이마,0571_01_R30.jpg,0571_01_R30_01.json,1.0,2.0
22231,0572,F,66,F,2136,3216,01,531.0,776.0,1470.0,1285.0,2.0,이마,0572_01_F.jpg,0572_01_F_01.json,0.0,1.0
22240,0572,F,66,L15,2136,3216,01,243.0,779.0,1073.0,1300.0,2.0,이마,0572_01_L15.jpg,0572_01_L15_01.json,0.0,1.0
22249,0572,F,66,L30,2136,3216,01,284.0,779.0,983.0,1309.0,2.0,이마,0572_01_L30.jpg,0572_01_L30_01.json,0.0,1.0
22258,0572,F,66,R15,2136,3216,01,799.0,749.0,1836.0,1232.0,2.0,이마,0572_01_R15.jpg,0572_01_R15_01.json,0.0,1.0
22267,0572,F,66,R30,2136,3216,01,815.0,804.0,1878.0,1236.0,2.0,이마,0572_01_R30.jpg,0572_01_R30_01.json,0.0,1.0
22276,0573,M,32,F,2136,3216,01,461.0,577.0,1512.0,1061.0,2.0,이마,0573_01_F.jpg,0573_01_F_01.json,0.0,1.0
22285,0573,M,32,L15,2136,3216,01,302.0,633.0,1339.0,1080.0,2.0,이마,0573_01_L15.jpg,0573_01_L15_01.json,0.0,1.0
22294,0573,M,32,L30,2136,3216,01,271.0,637.0,1112.0,1082.0,2.0,이마,0573_01_L30.jpg,0573_01_L30_01.json,0.0,1.0
22303,0573,M,32,R15,2136,3216,01,629.0,582.0,1744.0,1047.0,2.0,이마,0573_01_R15.jpg,0573_01_R15_01.json,0.0,1.0
22312,0573,M,32,R30,2136,3216,01,638.0,595.0,1739.0,1063.0,2.0,이마,0573_01_R30.jpg,0573_01_R30_01.json,0.0,1.0
22321,0574,M,53,F,2136,3216,01,461.0,474.0,1676.0,1027.0,3.0,이마,0574_01_F.jpg,0574_01_F_01.json,1.0,1.0
22330,0574,M,53,L15,2136,3216,01,287.0,512.0,1509.0,1017.0,3.0,이마,0574_01_L15.jpg,0574_01_L15_01.json,1.0,1.0
22339,0574,M,53,L30,2136,3216,01,339.0,501.0,1313.0,1044.0,3.0,이마,0574_01_L30.jpg,0574_01_L30_01.json,1.0,1.0
22348,0574,M,53,R15,2136,3216,01,584.0,451.0,1777.0,1011.0,3.0,이마,0574_01_R15.jpg,0574_01_R15_01.json,1.0,1.0
22357,0574,M,53,R30,2136,3216,01,629.0,462.0,1785.0,986.0,3.0,이마,0574_01_R30.jpg,0574_01_R30_01.json,1.0,1.0
22366,0575,F,26,F,2136,3216,01,464.0,1008.0,1683.0,1216.0,1.0,이마,0575_01_F.jpg,0575_01_F_01.json,0.0,0.0
22375,0575,F,26,L15,2136,3216,01,385.0,915.0,1278.0,1204.0,1.0,이마,0575_01_L15.jpg,0575_01_L15_01.json,0.0,0.0
22384,0575,F,26,L30,2136,3216,01,302.0,970.0,1241.0,1232.0,1.0,이마,0575_01_L30.jpg,0575_01_L30_01.json,0.0,0.0
22393,0575,F,26,R15,2136,3216,01,870.0,848.0,1673.0,1211.0,1.0,이마,0575_01_R15.jpg,0575_01_R15_01.json,0.0,0.0
22402,0575,F,26,R30,2136,3216,01,941.0,780.0,1804.0,1190.0,1.0,이마,0575_01_R30.jpg,0575_01_R30_01.json,0.0,0.0
22411,0576,M,39,F,2136,3216,01,532.0,613.0,1591.0,1152.0,2.0,이마,0576_01_F.jpg,0576_01_F_01.json,0.0,1.0
22420,0576,M,39,L15,2136,3216,01,420.0,618.0,1451.0,1093.0,2.0,이마,0576_01_L15.jpg,0576_01_L15_01.json,0.0,1.0
22429,0576,M,39,L30,2136,3216,01,489.0,582.0,1377.0,1089.0,2.0,이마,0576_01_L30.jpg,0576_01_L30_01.json,0.0,1.0
22438,0576,M,39,R15,2136,3216,01,666.0,579.0,1671.0,1101.0,2.0,이마,0576_01_R15.jpg,0576_01_R15_01.json,0.0,1.0
22447,0576,M,39,R30,2136,3216,01,703.0,571.0,1641.0,1096.0,2.0,이마,0576_01_R30.jpg,0576_01_R30_01.json,0.0,1.0
22456,0577,M,43,F,2136,3216,01,537.0,629.0,1608.0,1044.0,3.0,이마,0577_01_F.jpg,0577_01_F_01.json,1.0,1.0
22465,0577,M,43,L15,2136,3216,01,358.0,558.0,1373.0,971.0,3.0,이마,0577_01_L15.jpg,0577_01_L15_01.json,1.0,1.0
22474,0577,M,43,L30,2136,3216,01,393.0,533.0,1244.0,1003.0,3.0,이마,0577_01_L30.jpg,0577_01_L30_01.json,1.0,1.0
22483,0577,M,43,R15,2136,3216,01,695.0,541.0,1698.0,980.0,3.0,이마,0577_01_R15.jpg,0577_01_R15_01.json,1.0,1.0
22492,0577,M,43,R30,2136,3216,01,781.0,511.0,1721.0,993.0,3.0,이마,0577_01_R30.jpg,0577_01_R30_01.json,1.0,1.0
22501,0578,M,28,F,2136,3216,01,448.0,700.0,1666.0,1149.0,1.0,이마,0578_01_F.jpg,0578_01_F_01.json,0.0,0.0
22510,0578,M,28,L15,2136,3216,01,420.0,581.0,1423.0,1114.0,1.0,이마,0578_01_L15.jpg,0578_01_L15_01.json,0.0,0.0
22519,0578,M,28,L30,2136,3216,01,389.0,576.0,1310.0,1110.0,1.0,이마,0578_01_L30.jpg,0578_01_L30_01.json,0.0,0.0
22528,0578,M,28,R15,2136,3216,01,670.0,572.0,1664.0,1110.0,1.0,이마,0578_01_R15.jpg,0578_01_R15_01.json,0.0,0.0
22537,0578,M,28,R30,2136,3216,01,709.0,564.0,1700.0,1071.0,1.0,이마,0578_01_R30.jpg,0578_01_R30_01.json,0.0,0.0
22546,0579,M,27,F,2136,3216,01,538.0,724.0,1561.0,1179.0,1.0,이마,0579_01_F.jpg,0579_01_F_01.json,0.0,0.0
22555,0579,M,27,L15,2136,3216,01,427.0,594.0,1397.0,1004.0,1.0,이마,0579_01_L15.jpg,0579_01_L15_01.json,0.0,0.0
22564,0579,M,27,L30,2136,3216,01,352.0,580.0,1229.0,990.0,1.0,이마,0579_01_L30.jpg,0579_01_L30_01.json,0.0,0.0
22573,0579,M,27,R15,2136,3216,01,666.0,543.0,1554.0,1062.0,1.0,이마,0579_01_R15.jpg,0579_01_R15_01.json,0.0,0.0
22582,0579,M,27,R30,2136,3216,01,628.0,539.0,1496.0,1070.0,1.0,이마,0579_01_R30.jpg,0579_01_R30_01.json,0.0,0.0
22591,0581,M,29,F,2136,3216,01,385.0,588.0,1770.0,1129.0,1.0,이마,0581_01_F.jpg,0581_01_F_01.json,0.0,0.0
22600,0581,M,29,L15,2136,3216,01,350.0,591.0,1579.0,1118.0,1.0,이마,0581_01_L15.jpg,0581_01_L15_01.json,0.0,0.0
22609,0581,M,29,L30,2136,3216,01,419.0,522.0,1388.0,1089.0,1.0,이마,0581_01_L30.jpg,0581_01_L30_01.json,0.0,0.0
22618,0581,M,29,R15,2136,3216,01,535.0,479.0,1721.0,1010.0,1.0,이마,0581_01_R15.jpg,0581_01_R15_01.json,0.0,0.0
22627,0581,M,29,R30,2136,3216,01,686.0,462.0,1797.0,1055.0,1.0,이마,0581_01_R30.jpg,0581_01_R30_01.json,0.0,0.0
22636,0582,M,38,F,2136,3216,01,520.0,770.0,1618.0,1125.0,1.0,이마,0582_01_F.jpg,0582_01_F_01.json,0.0,0.0
22645,0582,M,38,L15,2136,3216,01,298.0,738.0,1347.0,1181.0,1.0,이마,0582_01_L15.jpg,0582_01_L15_01.json,0.0,0.0
22654,0582,M,38,L30,2136,3216,01,379.0,703.0,1176.0,1110.0,1.0,이마,0582_01_L30.jpg,0582_01_L30_01.json,0.0,0.0
22663,0582,M,38,R15,2136,3216,01,624.0,748.0,1635.0,1182.0,1.0,이마,0582_01_R15.jpg,0582_01_R15_01.json,0.0,0.0
22672,0582,M,38,R30,2136,3216,01,718.0,776.0,1786.0,1220.0,1.0,이마,0582_01_R30.jpg,0582_01_R30_01.json,0.0,0.0
22681,0583,M,49,F,2136,3216,01,473.0,759.0,1696.0,1232.0,3.0,이마,0583_01_F.jpg,0583_01_F_01.json,1.0,1.0
22690,0583,M,49,L15,2136,3216,01,394.0,659.0,1498.0,1159.0,3.0,이마,0583_01_L15.jpg,0583_01_L15_01.json,1.0,1.0
22699,0583,M,49,L30,2136,3216,01,290.0,662.0,1329.0,1169.0,3.0,이마,0583_01_L30.jpg,0583_01_L30_01.json,1.0,1.0
22708,0583,M,49,R15,2136,3216,01,455.0,742.0,1792.0,1219.0,3.0,이마,0583_01_R15.jpg,0583_01_R15_01.json,1.0,1.0
22717,0583,M,49,R30,2136,3216,01,616.0,631.0,1877.0,1174.0,3.0,이마,0583_01_R30.jpg,0583_01_R30_01.json,1.0,1.0
22726,0584,M,61,F,2136,3216,01,501.0,597.0,1526.0,1020.0,3.0,이마,0584_01_F.jpg,0584_01_F_01.json,1.0,1.0
22735,0584,M,61,L15,2136,3216,01,295.0,641.0,1222.0,1087.0,3.0,이마,0584_01_L15.jpg,0584_01_L15_01.json,1.0,1.0
22744,0584,M,61,L30,2136,3216,01,402.0,630.0,1241.0,1054.0,3.0,이마,0584_01_L30.jpg,0584_01_L30_01.json,1.0,1.0
22753,0584,M,61,R15,2136,3216,01,666.0,693.0,1747.0,1076.0,3.0,이마,0584_01_R15.jpg,0584_01_R15_01.json,1.0,1.0
22762,0584,M,61,R30,2136,3216,01,768.0,624.0,1697.0,1059.0,3.0,이마,0584_01_R30.jpg,0584_01_R30_01.json,1.0,1.0
22771,0585,M,61,F,2136,3216,01,299.0,639.0,1744.0,1204.0,6.0,이마,0585_01_F.jpg,0585_01_F_01.json,2.0,3.0
22780,0585,M,61,L15,2136,3216,01,354.0,557.0,1589.0,1136.0,6.0,이마,0585_01_L15.jpg,0585_01_L15_01.json,2.0,3.0
22789,0585,M,61,L30,2136,3216,01,302.0,585.0,1460.0,1146.0,6.0,이마,0585_01_L30.jpg,0585_01_L30_01.json,2.0,3.0
22798,0585,M,61,R15,2136,3216,01,444.0,634.0,1853.0,1166.0,6.0,이마,0585_01_R15.jpg,0585_01_R15_01.json,2.0,3.0
22807,0585,M,61,R30,2136,3216,01,587.0,593.0,1853.0,1146.0,6.0,이마,0585_01_R30.jpg,0585_01_R30_01.json,2.0,3.0
22816,0588,M,54,F,2136,3216,01,499.0,701.0,1524.0,1172.0,3.0,이마,0588_01_F.jpg,0588_01_F_01.json,1.0,1.0
22825,0588,M,54,L15,2136,3216,01,349.0,655.0,1340.0,1105.0,3.0,이마,0588_01_L15.jpg,0588_01_L15_01.json,1.0,1.0
22834,0588,M,54,L30,2136,3216,01,296.0,716.0,1247.0,1051.0,3.0,이마,0588_01_L30.jpg,0588_01_L30_01.json,1.0,1.0
22843,0588,M,54,R15,2136,3216,01,635.0,718.0,1692.0,1056.0,3.0,이마,0588_01_R15.jpg,0588_01_R15_01.json,1.0,1.0
22852,0588,M,54,R30,2136,3216,01,780.0,653.0,1732.0,1083.0,3.0,이마,0588_01_R30.jpg,0588_01_R30_01.json,1.0,1.0
22861,0589,M,48,F,2136,3216,01,465.0,677.0,1544.0,1210.0,3.0,이마,0589_01_F.jpg,0589_01_F_01.json,1.0,1.0
22870,0589,M,48,L15,2136,3216,01,209.0,670.0,1274.0,1181.0,3.0,이마,0589_01_L15.jpg,0589_01_L15_01.json,1.0,1.0
22879,0589,M,48,L30,2136,3216,01,229.0,683.0,1071.0,1139.0,3.0,이마,0589_01_L30.jpg,0589_01_L30_01.json,1.0,1.0
22888,0589,M,48,R15,2136,3216,01,592.0,681.0,1726.0,1130.0,3.0,이마,0589_01_R15.jpg,0589_01_R15_01.json,1.0,1.0
22897,0589,M,48,R30,2136,3216,01,721.0,740.0,1828.0,1229.0,3.0,이마,0589_01_R30.jpg,0589_01_R30_01.json,1.0,1.0
22906,0590,F,63,F,2136,3216,01,515.0,699.0,1538.0,1121.0,3.0,이마,0590_01_F.jpg,0590_01_F_01.json,1.0,1.0
22915,0590,F,63,L15,2136,3216,01,275.0,805.0,1208.0,1270.0,3.0,이마,0590_01_L15.jpg,0590_01_L15_01.json,1.0,1.0
22924,0590,F,63,L30,2136,3216,01,371.0,724.0,1103.0,1203.0,3.0,이마,0590_01_L30.jpg,0590_01_L30_01.json,1.0,1.0
22933,0590,F,63,R15,2136,3216,01,769.0,735.0,1660.0,1263.0,3.0,이마,0590_01_R15.jpg,0590_01_R15_01.json,1.0,1.0
22942,0590,F,63,R30,2136,3216,01,837.0,778.0,1790.0,1219.0,3.0,이마,0590_01_R30.jpg,0590_01_R30_01.json,1.0,1.0
22951,0591,F,63,F,2136,3216,01,600.0,589.0,1431.0,1112.0,2.0,이마,0591_01_F.jpg,0591_01_F_01.json,0.0,1.0
22960,0591,F,63,L15,2136,3216,01,389.0,599.0,1388.0,1118.0,2.0,이마,0591_01_L15.jpg,0591_01_L15_01.json,0.0,1.0
22969,0591,F,63,L30,2136,3216,01,451.0,601.0,1297.0,1068.0,2.0,이마,0591_01_L30.jpg,0591_01_L30_01.json,0.0,1.0
22978,0591,F,63,R15,2136,3216,01,645.0,557.0,1636.0,1083.0,2.0,이마,0591_01_R15.jpg,0591_01_R15_01.json,0.0,1.0
22987,0591,F,63,R30,2136,3216,01,699.0,566.0,1661.0,1072.0,2.0,이마,0591_01_R30.jpg,0591_01_R30_01.json,0.0,1.0
22996,0592,F,64,F,2136,3216,01,602.0,560.0,1547.0,1021.0,4.0,이마,0592_01_F.jpg,0592_01_F_01.json,1.0,2.0
23005,0592,F,64,L15,2136,3216,01,409.0,630.0,1342.0,1089.0,4.0,이마,0592_01_L15.jpg,0592_01_L15_01.json,1.0,2.0
23014,0592,F,64,L30,2136,3216,01,395.0,627.0,1246.0,1064.0,4.0,이마,0592_01_L30.jpg,0592_01_L30_01.json,1.0,2.0
23023,0592,F,64,R15,2136,3216,01,780.0,597.0,1713.0,1049.0,4.0,이마,0592_01_R15.jpg,0592_01_R15_01.json,1.0,2.0
23032,0592,F,64,R30,2136,3216,01,745.0,605.0,1688.0,1057.0,4.0,이마,0592_01_R30.jpg,0592_01_R30_01.json,1.0,2.0
23041,0593,M,68,F,2136,3216,01,435.0,568.0,1678.0,1111.0,4.0,이마,0593_01_F.jpg,0593_01_F_01.json,1.0,2.0
23050,0593,M,68,L15,2136,3216,01,256.0,539.0,1477.0,1096.0,4.0,이마,0593_01_L15.jpg,0593_01_L15_01.json,1.0,2.0
23059,0593,M,68,L30,2136,3216,01,338.0,513.0,1361.0,1083.0,4.0,이마,0593_01_L30.jpg,0593_01_L30_01.json,1.0,2.0
23068,0593,M,68,R15,2136,3216,01,488.0,578.0,1825.0,1106.0,4.0,이마,0593_01_R15.jpg,0593_01_R15_01.json,1.0,2.0
23077,0593,M,68,R30,2136,3216,01,576.0,528.0,1745.0,1086.0,4.0,이마,0593_01_R30.jpg,0593_01_R30_01.json,1.0,2.0
23086,0594,M,41,F,2136,3216,01,449.0,662.0,1669.0,1175.0,2.0,이마,0594_01_F.jpg,0594_01_F_01.json,0.0,1.0
23095,0594,M,41,L15,2136,3216,01,352.0,703.0,1545.0,1188.0,2.0,이마,0594_01_L15.jpg,0594_01_L15_01.json,0.0,1.0
23104,0594,M,41,L30,2136,3216,01,357.0,690.0,1374.0,1198.0,2.0,이마,0594_01_L30.jpg,0594_01_L30_01.json,0.0,1.0
23113,0594,M,41,R15,2136,3216,01,604.0,606.0,1683.0,1096.0,2.0,이마,0594_01_R15.jpg,0594_01_R15_01.json,0.0,1.0
23122,0594,M,41,R30,2136,3216,01,674.0,667.0,1701.0,1127.0,2.0,이마,0594_01_R30.jpg,0594_01_R30_01.json,0.0,1.0
23131,0595,M,50,F,2136,3216,01,489.0,630.0,1675.0,1153.0,2.0,이마,0595_01_F.jpg,0595_01_F_01.json,0.0,1.0
23140,0595,M,50,L15,2136,3216,01,257.0,614.0,1476.0,1123.0,2.0,이마,0595_01_L15.jpg,0595_01_L15_01.json,0.0,1.0
23149,0595,M,50,L30,2136,3216,01,224.0,610.0,1285.0,1127.0,2.0,이마,0595_01_L30.jpg,0595_01_L30_01.json,0.0,1.0
23158,0595,M,50,R15,2136,3216,01,656.0,595.0,1803.0,1130.0,2.0,이마,0595_01_R15.jpg,0595_01_R15_01.json,0.0,1.0
23167,0595,M,50,R30,2136,3216,01,746.0,589.0,1829.0,1124.0,2.0,이마,0595_01_R30.jpg,0595_01_R30_01.json,0.0,1.0
23176,0596,M,44,F,2136,3216,01,509.0,646.0,1616.0,1073.0,2.0,이마,0596_01_F.jpg,0596_01_F_01.json,0.0,1.0
23185,0596,M,44,L15,2136,3216,01,346.0,611.0,1318.0,1039.0,2.0,이마,0596_01_L15.jpg,0596_01_L15_01.json,0.0,1.0
23194,0596,M,44,L30,2136,3216,01,341.0,590.0,1218.0,1068.0,2.0,이마,0596_01_L30.jpg,0596_01_L30_01.json,0.0,1.0
23203,0596,M,44,R15,2136,3216,01,521.0,712.0,1866.0,1041.0,2.0,이마,0596_01_R15.jpg,0596_01_R15_01.json,0.0,1.0
23212,0596,M,44,R30,2136,3216,01,658.0,633.0,1791.0,1061.0,2.0,이마,0596_01_R30.jpg,0596_01_R30_01.json,0.0,1.0
23221,0598,M,65,F,2136,3216,01,489.0,647.0,1743.0,1190.0,5.0,이마,0598_01_F.jpg,0598_01_F_01.json,2.0,3.0
23230,0598,M,65,L15,2136,3216,01,376.0,674.0,1555.0,1247.0,5.0,이마,0598_01_L15.jpg,0598_01_L15_01.json,2.0,3.0
23239,0598,M,65,L30,2136,3216,01,250.0,756.0,1401.0,1260.0,5.0,이마,0598_01_L30.jpg,0598_01_L30_01.json,2.0,3.0
23248,0598,M,65,R15,2136,3216,01,619.0,650.0,1856.0,1177.0,5.0,이마,0598_01_R15.jpg,0598_01_R15_01.json,2.0,3.0
23257,0598,M,65,R30,2136,3216,01,742.0,635.0,1863.0,1169.0,5.0,이마,0598_01_R30.jpg,0598_01_R30_01.json,2.0,3.0
23266,0599,M,27,F,2136,3216,01,473.0,603.0,1684.0,1176.0,1.0,이마,0599_01_F.jpg,0599_01_F_01.json,0.0,0.0
23275,0599,M,27,L15,2136,3216,01,326.0,613.0,1495.0,1140.0,1.0,이마,0599_01_L15.jpg,0599_01_L15_01.json,0.0,0.0
23284,0599,M,27,L30,2136,3216,01,287.0,592.0,1300.0,1183.0,1.0,이마,0599_01_L30.jpg,0599_01_L30_01.json,0.0,0.0
23293,0599,M,27,R15,2136,3216,01,577.0,605.0,1804.0,1158.0,1.0,이마,0599_01_R15.jpg,0599_01_R15_01.json,0.0,0.0
23302,0599,M,27,R30,2136,3216,01,731.0,586.0,1816.0,1157.0,1.0,이마,0599_01_R30.jpg,0599_01_R30_01.json,0.0,0.0
23311,0600,M,35,F,2136,3216,01,439.0,619.0,1625.0,1012.0,3.0,이마,0600_01_F.jpg,0600_01_F_01.json,1.0,1.0
23320,0600,M,35,L15,2136,3216,01,345.0,575.0,1470.0,970.0,3.0,이마,0600_01_L15.jpg,0600_01_L15_01.json,1.0,1.0
23329,0600,M,35,L30,2136,3216,01,280.0,597.0,1328.0,968.0,3.0,이마,0600_01_L30.jpg,0600_01_L30_01.json,1.0,1.0
23338,0600,M,35,R15,2136,3216,01,594.0,557.0,1703.0,980.0,3.0,이마,0600_01_R15.jpg,0600_01_R15_01.json,1.0,1.0
23347,0600,M,35,R30,2136,3216,01,695.0,534.0,1686.0,1014.0,3.0,이마,0600_01_R30.jpg,0600_01_R30_01.json,1.0,1.0
23356,0601,F,24,F,2136,3216,01,508.0,650.0,1543.0,1146.0,1.0,이마,0601_01_F.jpg,0601_01_F_01.json,0.0,0.0
23365,0601,F,24,L15,2136,3216,01,398.0,752.0,1350.0,1235.0,1.0,이마,0601_01_L15.jpg,0601_01_L15_01.json,0.0,0.0
23374,0601,F,24,L30,2136,3216,01,342.0,756.0,1213.0,1243.0,1.0,이마,0601_01_L30.jpg,0601_01_L30_01.json,0.0,0.0
23383,0601,F,24,R15,2136,3216,01,754.0,751.0,1760.0,1252.0,1.0,이마,0601_01_R15.jpg,0601_01_R15_01.json,0.0,0.0
23392,0601,F,24,R30,2136,3216,01,791.0,768.0,1756.0,1243.0,1.0,이마,0601_01_R30.jpg,0601_01_R30_01.json,0.0,0.0
23401,0602,F,67,F,2136,3216,01,426.0,844.0,1603.0,1339.0,3.0,이마,0602_01_F.jpg,0602_01_F_01.json,1.0,1.0
23410,0602,F,67,L15,2136,3216,01,377.0,711.0,1382.0,1206.0,3.0,이마,0602_01_L15.jpg,0602_01_L15_01.json,1.0,1.0
23419,0602,F,67,L30,2136,3216,01,352.0,724.0,1297.0,1215.0,3.0,이마,0602_01_L30.jpg,0602_01_L30_01.json,1.0,1.0
23428,0602,F,67,R15,2136,3216,01,688.0,705.0,1704.0,1230.0,3.0,이마,0602_01_R15.jpg,0602_01_R15_01.json,1.0,1.0
23437,0602,F,67,R30,2136,3216,01,782.0,747.0,1793.0,1225.0,3.0,이마,0602_01_R30.jpg,0602_01_R30_01.json,1.0,1.0
23446,0603,F,65,F,2136,3216,01,517.0,713.0,1630.0,1138.0,6.0,이마,0603_01_F.jpg,0603_01_F_01.json,2.0,3.0
23455,0603,F,65,L15,2136,3216,01,280.0,661.0,1328.0,1104.0,6.0,이마,0603_01_L15.jpg,0603_01_L15_01.json,2.0,3.0
23464,0603,F,65,L30,2136,3216,01,280.0,694.0,1219.0,1120.0,6.0,이마,0603_01_L30.jpg,0603_01_L30_01.json,2.0,3.0
23473,0603,F,65,R15,2136,3216,01,788.0,661.0,1773.0,1128.0,6.0,이마,0603_01_R15.jpg,0603_01_R15_01.json,2.0,3.0
23482,0603,F,65,R30,2136,3216,01,845.0,644.0,1858.0,1080.0,6.0,이마,0603_01_R30.jpg,0603_01_R30_01.json,2.0,3.0
23491,0604,M,63,F,2136,3216,01,457.0,633.0,1709.0,1128.0,3.0,이마,0604_01_F.jpg,0604_01_F_01.json,1.0,1.0
23500,0604,M,63,L15,2136,3216,01,270.0,592.0,1375.0,1093.0,3.0,이마,0604_01_L15.jpg,0604_01_L15_01.json,1.0,1.0
23509,0604,M,63,L30,2136,3216,01,240.0,616.0,1297.0,1105.0,3.0,이마,0604_01_L30.jpg,0604_01_L30_01.json,1.0,1.0
23518,0604,M,63,R15,2136,3216,01,707.0,562.0,1885.0,1074.0,3.0,이마,0604_01_R15.jpg,0604_01_R15_01.json,1.0,1.0
23527,0604,M,63,R30,2136,3216,01,847.0,526.0,1838.0,1071.0,3.0,이마,0604_01_R30.jpg,0604_01_R30_01.json,1.0,1.0
23536,0605,F,66,F,2136,3216,01,557.0,769.0,1467.0,1128.0,3.0,이마,0605_01_F.jpg,0605_01_F_01.json,1.0,1.0
23545,0605,F,66,L15,2136,3216,01,371.0,749.0,1257.0,1132.0,3.0,이마,0605_01_L15.jpg,0605_01_L15_01.json,1.0,1.0
23554,0605,F,66,L30,2136,3216,01,401.0,717.0,1064.0,1106.0,3.0,이마,0605_01_L30.jpg,0605_01_L30_01.json,1.0,1.0
23563,0605,F,66,R15,2136,3216,01,877.0,778.0,1790.0,1145.0,3.0,이마,0605_01_R15.jpg,0605_01_R15_01.json,1.0,1.0
23572,0605,F,66,R30,2136,3216,01,1002.0,776.0,1879.0,1147.0,3.0,이마,0605_01_R30.jpg,0605_01_R30_01.json,1.0,1.0
23581,0606,M,38,F,2136,3216,01,390.0,655.0,1697.0,1235.0,1.0,이마,0606_01_F.jpg,0606_01_F_01.json,0.0,0.0
23590,0606,M,38,L15,2136,3216,01,315.0,592.0,1568.0,1149.0,1.0,이마,0606_01_L15.jpg,0606_01_L15_01.json,0.0,0.0
23599,0606,M,38,L30,2136,3216,01,391.0,630.0,1511.0,1163.0,1.0,이마,0606_01_L30.jpg,0606_01_L30_01.json,0.0,0.0
23608,0606,M,38,R15,2136,3216,01,472.0,642.0,1818.0,1207.0,1.0,이마,0606_01_R15.jpg,0606_01_R15_01.json,0.0,0.0
23617,0606,M,38,R30,2136,3216,01,547.0,638.0,1759.0,1147.0,1.0,이마,0606_01_R30.jpg,0606_01_R30_01.json,0.0,0.0
23626,0607,M,54,F,2136,3216,01,513.0,868.0,1539.0,1288.0,5.0,이마,0607_01_F.jpg,0607_01_F_01.json,2.0,3.0
23635,0607,M,54,L15,2136,3216,01,255.0,772.0,1285.0,1250.0,5.0,이마,0607_01_L15.jpg,0607_01_L15_01.json,2.0,3.0
23644,0607,M,54,L30,2136,3216,01,279.0,792.0,1112.0,1211.0,5.0,이마,0607_01_L30.jpg,0607_01_L30_01.json,2.0,3.0
23653,0607,M,54,R15,2136,3216,01,686.0,786.0,1692.0,1256.0,5.0,이마,0607_01_R15.jpg,0607_01_R15_01.json,2.0,3.0
